Source,Title,Authors,DOI,Journal_Ref,Link,Tag,Subjects,Additional_Info,Date,Topic
"arXiv(v1) 2025","Through the Lens of Human-Human Collaboration: A Configurable Research Platform for Exploring Human-Agent Collaboration","Bingsheng Yao, Jiaju Chen, Chaoran Chen, et al.","","","http://arxiv.org/abs/2509.18008v1","LLM, agent, human-agent collaboration, CSCW, platform","cs.HC, cs.AI, cs.CL","","2025.09","HCI"
"arXiv(v1) 2025 (WACV 2026)","AFRAgent: An Adaptive Feature Renormalization Based High Resolution Aware GUI agent","Neeraj Anand, Rishabh Jain, Sohan Patnaik, et al.","","","http://arxiv.org/abs/2512.00846v1","GUI agent, VLM, smartphone automation, multimodal","cs.CV","WACV 2026","2025.12","LLM"
"arXiv(v2) 2024 (ACL 2025)","GUICourse: From General Vision Language Models to Versatile GUI Agents","Wentong Chen, Junbo Cui, Jinyi Hu, et al.","","","http://arxiv.org/abs/2406.11317v2","GUI agent, VLM, training data, OCR, grounding","cs.CV, cs.CL, cs.HC","ACL 2025","2024.06","LLM"
"arXiv(v2) 2025","Mobile-Agent-v3: Fundamental Agents for GUI Automation","Junyang Wang, Haiyang Xu, Haitao Jia, et al.","","","http://arxiv.org/abs/2508.15144v2","GUI agent, mobile, smartphone automation, VLM","cs.CV, cs.AI","","2025.08","LLM"
"arXiv(v1) 2026","GUI-Eyes: Tool-Augmented Perception for Visual Grounding in GUI Agents","Shuofei Qiao, Yucheng Zhou, Hongjin Qian, et al.","","","http://arxiv.org/abs/2601.09770v1","GUI agent, visual grounding, tool use, perception","cs.CV, cs.AI","","2026.01","LLM"
"arXiv(v1) 2025","ReMA: Unlocking the Power of Multi-Agent LLM for Reasoning: From Lazy Agents to Deliberation","Zhiwei Zhang, Xiaomin Li, Yudi Lin, et al.","","","http://arxiv.org/abs/2511.02303v1","multi-agent, LLM, reasoning, lazy agent, deliberation","cs.AI, cs.CL","","2025.11","Agent"
"arXiv(v1) 2025","MAR: Multi-Agent Reflexion Improves Reasoning Abilities in LLMs","Xinyuan Lu, Xinyu Zhu, Wenjie Wang, et al.","","","http://arxiv.org/abs/2512.20845v1","multi-agent, LLM, reflexion, reasoning, debate","cs.CL, cs.AI","","2025.12","Agent"
"arXiv(v1) 2025","LongVideoAgent: Multi-Agent Reasoning with Long Videos","Jingyi Zhang, Jiaxing Huang, Sheng Jin, et al.","","","http://arxiv.org/abs/2512.20618v1","multi-agent, video understanding, LLM, reasoning","cs.CV, cs.AI","","2025.12","Agent"
"arXiv(v1) 2025","LLM-based Agentic Reasoning Frameworks: A Survey from Methods to Scenarios","Bingxi Zhao, Lin Geng Foo, Ping Hu, et al.","","","http://arxiv.org/abs/2508.17692v1","LLM, agent, reasoning, survey, framework","cs.AI, cs.CL","","2025.08","Agent"
"arXiv(v4) 2025","Towards Embodied Agentic AI: Review and Classification of LLM- and VLM-Driven Robot Autonomy and Interaction","Harshitha Manoj, Sabahat Murshed, Vinicius G. Goecks, et al.","","","http://arxiv.org/abs/2508.05294v4","embodied AI, robot, LLM, VLM, autonomy, survey","cs.RO, cs.AI","","2025.08","Agent"
"arXiv(v3) 2025","Embodied AI Agents: Modeling the World","Pascale Fung, Yoram Bachrach, Asli Celikyilmaz, et al.","","","http://arxiv.org/abs/2506.22355v3","embodied AI, world model, VLM, robot, avatar","cs.AI","Meta AI","2025.07","Agent"
"arXiv(v1) 2025","MobilePoser: Real-Time Full-Body Pose Estimation and 3D Human Translation from IMUs in Mobile Consumer Devices","Vimal Mollyn, Karan Ahuja, Mayank Goel, et al.","","","http://arxiv.org/abs/2504.12492v1","IMU, pose estimation, mobile, consumer device, real-time","cs.CV, cs.HC","","2025.04","HCI"
"arXiv(v1) 2025","BaroPoser: Real-time Human Motion Tracking from IMUs and Barometers in Everyday Devices","Riku Arakawa, Vimal Mollyn, Mayank Goel, et al.","","","http://arxiv.org/abs/2508.03313v1","IMU, barometer, pose estimation, motion tracking","cs.CV, cs.HC","","2025.08","HCI"
"arXiv(v1) 2024","EMHI: A Multimodal Egocentric Human Motion Dataset with HMD and Body-Worn IMUs","Zelin Ye, Siyuan Huang, Yuxiao Sun, et al.","","","http://arxiv.org/abs/2408.17168v1","IMU, VR, HMD, dataset, egocentric, pose estimation","cs.CV, cs.HC","885 sequences, 58 subjects, 28.5 hours","2024.08","HCI"
"arXiv(v1) 2025","Garment Inertial Poser: Human Motion Capture from Loose and Sparse Inertial Sensors with Garment-aware Diffusion Models","Tao Wang, Hui Liu, et al.","","","http://arxiv.org/abs/2506.15290v1","IMU, pose estimation, loose sensor, diffusion, garment","cs.CV","","2025.06","HCI"
"arXiv(v1) 2025","Ego4o: Egocentric Human Motion Capture and Understanding from Multi-Modal Input","Jian Wang, Diogo Luvizon, Weipeng Xu, et al.","","","http://arxiv.org/abs/2504.08449v1","egocentric, IMU, pose estimation, multimodal, VR","cs.CV, cs.HC","","2025.04","HCI"
"arXiv(v1) 2025","DiffCap: Diffusion-based Real-time Human Motion Capture using Sparse IMUs and a Monocular Camera","Zongmian Li, Yuxuan Zhou, Yanjun Li, et al.","","","http://arxiv.org/abs/2508.06139v1","IMU, diffusion, motion capture, real-time, camera","cs.CV","","2025.08","HCI"
"arXiv(v2) 2026","LLM-Guided Exemplar Selection for Few-Shot Wearable-Sensor Human Activity Recognition","Elsen Ronando, Sozo Inoue","","","http://arxiv.org/abs/2512.22385v2","LLM, HAR, wearable, few-shot, exemplar selection","cs.CL, cs.AI, cs.CV","88.78% F1 on UCI-HAR","2025.12","HCI"
"arXiv(v1) 2025","SensorLM: Learning the Language of Wearable Sensors","Tong Xia, Aaqib Saeed","","","http://arxiv.org/abs/2506.09108v1","wearable, sensor, LLM, activity recognition, foundation model","cs.LG, cs.HC","","2025.06","HCI"
"arXiv(v1) 2025","Ask in Any Modality: A Comprehensive Survey on Multimodal Retrieval-Augmented Generation","Zihan Wang, Xiaohan Zhao, Liang Pang, et al.","","","http://arxiv.org/abs/2502.08826v1","multimodal, RAG, retrieval, survey, LLM","cs.CL, cs.IR","","2025.02","RAG"
"arXiv(v1) 2025","A Survey of Multimodal Retrieval-Augmented Generation","Zihan Zhao, Fan Yang, Yongqiang Ma, et al.","","","http://arxiv.org/abs/2504.08748v1","multimodal, RAG, retrieval, survey, vision-language","cs.CV, cs.CL","","2025.04","RAG"
CHI25,"Gesture and Audio-Haptic Guidance Techniques to Direct Conversations with Intelligent Voice Interfaces","Xiyuan Shen, Michael Gonzalez, Yicheng He, et al.","10.1145/3706598.3714310","","https://doi.org/10.1145/3706598.3714310","LLM, wearable, voice interface, gesture, haptic, smart glasses","","Ray-Ban Meta Glasses, GPT-4o","2025.04","HCI"
CHI25,"Exploring Personalized Health Support through Data-Driven, Theory-Guided LLMs: A Case Study in Sleep Health","Xin Tong, Jiachen Li, Michelle Cohn, et al.","10.1145/3706598.3713852","","https://doi.org/10.1145/3706598.3713852","LLM, wearable, health, sleep, personalized, chatbot","","HealthGuru multi-agent framework","2025.04","HCI"
CHI25,"LLM Integration in Extended Reality: A Comprehensive Review of Current Trends, Challenges, and Future Perspectives","Chengkun Wu, Yuhan Zheng, Bingyi Xiang, et al.","10.1145/3706598.3714224","","https://doi.org/10.1145/3706598.3714224","LLM, VR, AR, XR, survey, extended reality","","Survey paper","2025.04","HCI"
CHI25,"FIP: Endowing Robust Motion Capture on Daily Garment by Fusing Flex and Inertial Sensors","Yiwei Zhao, Yongtao Yao, Xingyu Liu, et al.","10.1145/3706598.3714140","","https://doi.org/10.1145/3706598.3714140","IMU, flex sensor, motion capture, pose estimation, garment","","19.5% improvement over SOTA","2025.04","HCI"
CHI25,"WritingRing: Enabling Natural Handwriting Input with a Single IMU Ring","Xiaoying Yang, Ting Zhang, Ke Sun, et al.","10.1145/3706598.3714066","","https://doi.org/10.1145/3706598.3714066","IMU, ring, handwriting, text entry, wearable","","Single IMU ring","2025.04","HCI"
CHI25,"Talk to the Hand: an LLM-powered Chatbot with Visual Pointer as Proactive Companion for On-Screen Tasks","Zhepeng Wang, Zining Zhang, Kayo Yin, et al.","10.1145/3706598.3715579","","https://doi.org/10.1145/3706598.3715579","LLM, chatbot, UI, on-screen tasks, visual pointer","","","2025.04","HCI"
CHI25,"ChainBuddy: An AI-assisted Agent System for Generating LLM Pipelines","Xinyue Chen, Sherry Tongshuang Wu, Xu Wang, et al.","10.1145/3706598.3714085","","https://doi.org/10.1145/3706598.3714085","LLM, agent, pipeline, AI-assisted, prompt engineering","","","2025.04","HCI"
CHI25,"GazeNoter: Co-Piloted AR Note-Taking via Gaze Selection of LLM Suggestions to Match Users' Intentions","Zhiyi Rong, Yining Cao, Morten Fjeld, et al.","10.1145/3706598.3714294","","https://doi.org/10.1145/3706598.3714294","LLM, AR, gaze, note-taking, eye tracking","","","2025.04","HCI"
CHI25,"Canvil: Designerly Adaptation for LLM-Powered User Experiences","Kenneth Li, Tianying Chen, Brad A. Myers, et al.","10.1145/3706598.3713139","","https://doi.org/10.1145/3706598.3713139","LLM, design, UX, user experience, adaptation","","","2025.04","HCI"
CHI25,"Playing Dumb to Get Smart: Creating and Evaluating an LLM-based Teachable Agent within University Computer Science Classes","Naiming Liu, Zichao Wang, Richard Baraniuk, et al.","10.1145/3706598.3713644","","https://doi.org/10.1145/3706598.3713644","LLM, teachable agent, education, learning","","","2025.04","HCI"
UIST24,"SHAPE-IT: Exploring Text-to-Shape-Display for Generative Shape-Changing Behaviors with LLMs","Wanli Qian, Chao Zhang, Fang Qin, et al.","10.1145/3654777.3676348","","https://doi.org/10.1145/3654777.3676348","LLM, shape display, tangible, generative, text-to-shape","","AI-chaining approach","2024.10","HCI"
UIST24,"VizAbility: Enhancing Chart Accessibility with LLM-based Conversational Interaction","Mandi Cai, JooYoung Seo, Arjun Srinivasan, et al.","10.1145/3654777.3676414","","https://doi.org/10.1145/3654777.3676414","LLM, accessibility, chart, visualization, conversational","","","2024.10","HCI"
UIST24,"Patchview: LLM-powered Worldbuilding with Generative Dust and Magnet Visualization","Jeongyeon Kim, Sangho Suh, Kenneth Li, et al.","10.1145/3654777.3676352","","https://doi.org/10.1145/3654777.3676352","LLM, worldbuilding, writing, creative, visualization","","","2024.10","HCI"
UIST24,"SituationAdapt: Contextual UI Optimization in Mixed Reality with Situation Awareness via LLM Reasoning","Zhipeng Li, Zhengzhong Jia, Alexandra Derevianko, et al.","10.1145/3654777.3676470","","https://doi.org/10.1145/3654777.3676470","LLM, MR, UI, adaptive, context-aware, mixed reality","","","2024.10","HCI"
Ubicomp24,"IMUGPT 2.0: Language-Based Cross Modality Transfer for Sensor-Based Human Activity Recognition","Zikang Leng, Amitrajit Bhattacharjee, Hrudhai Rajasekhar, et al.","10.1145/3678545","IMWUT Vol 8 Issue 3","https://doi.org/10.1145/3678545","IMU, LLM, HAR, cross-modality, motion synthesis","","20 citations","2024.09","HCI"
Ubicomp25,"One Model to Fit Them All: Universal IMU-based Human Activity Recognition with LLM-assisted Cross-dataset Representation","Wei Wei, Wenqiang Chen, et al.","10.1145/3749509","IMWUT Vol 9 Issue 3","https://doi.org/10.1145/3749509","IMU, LLM, HAR, universal model, cross-dataset","","","2025.09","HCI"
SenSys25,"Toward Sensor-In-the-Loop LLM Agent: Benchmarks and Implications","Zechen Li, et al.","10.1145/3715014.3722082","","https://doi.org/10.1145/3715014.3722082","LLM, agent, sensor, wearable, benchmark","","","2025.11","HCI"
CSCW24,"Is Human-AI Interaction CSCW?","Meredith Ringel Morris, Michael S. Bernstein, Jeffrey P. Bigham, et al.","10.1145/3678884.3689134","","https://doi.org/10.1145/3678884.3689134","human-AI collaboration, CSCW, LLM, panel","","Panel discussion","2024.11","HCI"
CSCW25,"An Emergent Understanding of Human-AI Collaboration in Deliberation","Authors TBD","10.1145/3715070.3749265","","https://doi.org/10.1145/3715070.3749265","LLM, human-AI collaboration, deliberation, citizen assembly","","","2025.11","HCI"
CSCW25,"Exploring Collaboration Patterns and Strategies in Human-AI Co-creation through the Lens of Agency: A Scoping Review","Authors TBD","10.1145/3757594","","https://doi.org/10.1145/3757594","human-AI co-creation, agency, collaboration, scoping review","","PACM HCI","2025.11","HCI"
CHI25,"HaptiCoil: Soft Programmable Buttons with Hydraulically Coupled Haptic Feedback and Sensing","Authors TBD","10.1145/3706598.3713175","","https://doi.org/10.1145/3706598.3713175","haptic, soft button, sensing, feedback","","1-500Hz bandwidth","2025.04","HCI"
CHI25,"BudsID: Mobile-Ready and Expressive Finger Identification Input for Earbuds","Authors TBD","10.1145/3706598.3714133","","https://doi.org/10.1145/3706598.3714133","earbuds, finger identification, magnetometer, wearable","","96.9% accuracy","2025.04","HCI"
CHI25,"FingerGlass: Enhancing Smart Glasses Interaction via Fingerprint Sensing","Authors TBD","10.1145/3706598.3713929","","https://doi.org/10.1145/3706598.3713929","smart glasses, fingerprint, gesture recognition, CNN, LSTM","","","2025.04","HCI"
CHI25,"PPG Earring: Wireless Smart Earring for Heart Health Monitoring","Authors TBD","10.1145/3706598.3713856","","https://doi.org/10.1145/3706598.3713856","PPG, earring, heart rate, wearable, health monitoring","","14mm, 2g, 21h battery","2025.04","HCI"
CHI25,"BallistoBud: Heart Rate Variability Monitoring using Earbud Accelerometry for Stress Assessment","Authors TBD","10.1145/3706598.3714029","","https://doi.org/10.1145/3706598.3714029","earbuds, accelerometer, BCG, heart rate, stress","","","2025.04","HCI"
CHI25,"Cross, Dwell, or Pinch: Around-Device Selection Methods for Unmodified Smartwatches","Authors TBD","10.1145/3706598.3714308","","https://doi.org/10.1145/3706598.3714308","smartwatch, sonar, around-device, input","","First sonar-based around-device input on consumer smartwatch","2025.04","HCI"
CHI25,"Spatial Haptics: A Sensory Substitution Method for Distal Object Detection Using Tactile Cues","Authors TBD","10.1145/3706598.3714083","","https://doi.org/10.1145/3706598.3714083","haptic, tactile, sensory substitution, localization","","","2025.04","HCI"
CHI25,"VibWalk: Mapping Lower-limb Haptic Experiences of Everyday Walking","Authors TBD","10.1145/3706598.3714254","","https://doi.org/10.1145/3706598.3714254","haptic, walking, vibration, wearable, foot","","","2025.04","HCI"
CHI25,"Prototyping with Prompts: Emerging Approaches and Challenges in Generative AI Design","Hari Subramonyam, Divy Thakkar, Andrew Ku, et al.","10.1145/3706598.3713166","","https://doi.org/10.1145/3706598.3713166","generative AI, prompt engineering, design, prototyping","","","2025.04","HCI"
CHI25,"FusAIn: Composing Generative AI Visual Prompts Using Pen-based Interaction","Xiaohan Peng, Janin Koch, Wendy E. Mackay","10.1145/3706598.3714027","","https://doi.org/10.1145/3706598.3714027","generative AI, pen-based, prompt, visual design","","","2025.04","HCI"
CHI25,"IdeationWeb: Tracking the Evolution of Design Ideas in Human-AI Co-Creation","Authors TBD","10.1145/3706598.3713375","","https://doi.org/10.1145/3706598.3713375","LLM, human-AI co-creation, ideation, design","","","2025.04","HCI"
CHI25,"Inkspire: Supporting Design Exploration with Generative AI through Analogical Sketching","Authors TBD","10.1145/3706598.3713397","","https://doi.org/10.1145/3706598.3713397","generative AI, T2I, sketching, design exploration","","","2025.04","HCI"
CHI25,"AI-Instruments: Embodying Prompts as Instruments","Authors TBD","10.1145/3706598.3714259","","https://doi.org/10.1145/3706598.3714259","LLM, prompt, instruments, direct manipulation","","","2025.04","HCI"
UIST25,"SketchGPT: A Sketch-based Multimodal Interface for Application-Agnostic LLM Interaction","Authors TBD","10.1145/3746059.3747598","","https://doi.org/10.1145/3746059.3747598","LLM, sketch, multimodal, interface","","","2025.10","HCI"
UIST25,"ImaginationVellum: Generative-AI Ideation Canvas with Spatial Prompts","Authors TBD","10.1145/3746059.3747631","","https://doi.org/10.1145/3746059.3747631","generative AI, ideation, canvas, spatial prompts, co-creation","","","2025.10","HCI"
TEI25,"Tangible LLMs: Tangible Sense-Making For Trustworthy Large Language Models","Authors TBD","10.1145/3689050.3708338","","https://doi.org/10.1145/3689050.3708338","LLM, tangible, trustworthy AI, physical interface","","","2025.02","HCI"
Ubicomp25,"Hapt-Aids: Self-Powered, On-Body Haptics for Activity Monitoring","Authors TBD","10.1145/3749468","IMWUT Vol 9 Issue 3","https://doi.org/10.1145/3749468","haptic, self-powered, activity monitoring, wearable","","","2025.09","HCI"
CHI24,"As an AI language model I cannot: Investigating LLM Denials of User Requests","Authors TBD","10.1145/3613904.3642135","","https://doi.org/10.1145/3613904.3642135","LLM, denial, user request, perception","","","2024.05","HCI"
CHI24,"Learning Agent-based Modeling with LLM Companions: ChatGPT and NetLogo Chat","Authors TBD","10.1145/3613904.3642377","","https://doi.org/10.1145/3613904.3642377","LLM, agent-based modeling, NetLogo, learning","","","2024.05","HCI"
CHI24,"CharacterMeet: Supporting Creative Writers' Character Construction Through LLM-Powered Chatbot Avatars","Authors TBD","10.1145/3613904.3642105","","https://doi.org/10.1145/3613904.3642105","LLM, chatbot, creative writing, character design","","","2024.05","HCI"
CHI24,"ChaCha: Leveraging Large Language Models to Prompt Children to Share Their Emotions","Authors TBD","10.1145/3613904.3642152","","https://doi.org/10.1145/3613904.3642152","LLM, chatbot, children, emotion, conversation","","","2024.05","HCI"
CHI24,"How AI Processing Delays Foster Creativity: CoQuest","Authors TBD","10.1145/3613904.3642698","","https://doi.org/10.1145/3613904.3642698","LLM, agent, research question, creativity, co-creation","","","2024.05","HCI"
CHI24,"Understanding the Impact of Long-Term Memory on Self-Disclosure with LLM-Driven Chatbots","Authors TBD","10.1145/3613904.3642420","","https://doi.org/10.1145/3613904.3642420","LLM, chatbot, long-term memory, self-disclosure, health","","","2024.05","HCI"
CHI24,"The HaLLMark Effect: Supporting Provenance and Transparent Use of LLMs in Writing","Authors TBD","10.1145/3613904.3641895","","https://doi.org/10.1145/3613904.3641895","LLM, writing, provenance, visualization, transparency","","","2024.05","HCI"
CHI24,"Bridging the Gulf of Envisioning: Cognitive Challenges in Prompt Based Interactions with LLMs","Authors TBD","10.1145/3613904.3642754","","https://doi.org/10.1145/3613904.3642754","LLM, prompt, cognitive challenges, user study","","","2024.05","HCI"
Ubicomp24,"Leveraging LLMs to Predict Affective States via Smartphone Sensor Features","Authors TBD","10.1145/3675094.3678420","","https://doi.org/10.1145/3675094.3678420","LLM, smartphone, sensing, affective state, digital phenotyping","","First LLM work for affective state prediction","2024.10","HCI"
